accuracy,precision,recall,f1,specificity,hard_negative_fpr,fp,fn,median_delay_s,p95_delay_s,seed,model
1.0,1.0,1.0,1.0,1.0,0.0,0,0,43.0,281.52999999999963,4,Source5_ET_specificity
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,3.5,38.190000000000005,5,Source5_ET_accuracy
0.9310344827586207,1.0,0.9130434782608695,0.9545454545454545,1.0,0.0,0,2,4.5,38.2,5,Source5_ET_balanced
0.9310344827586207,1.0,0.9130434782608695,0.9545454545454545,1.0,0.0,0,2,4.5,38.2,5,Source5_ET_specificity
1.0,1.0,1.0,1.0,1.0,0.0,0,0,53.0,53.29,6,Source5_ET_accuracy
1.0,1.0,1.0,1.0,1.0,0.0,0,0,53.0,53.29,6,Source5_ET_balanced
1.0,1.0,1.0,1.0,1.0,0.0,0,0,53.0,53.29,6,Source5_ET_specificity
0.9310344827586207,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.8333333333333334,0.3333333333333333,1,1,37.95,38.2,7,Source5_ET_accuracy
0.9310344827586207,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.8333333333333334,0.3333333333333333,1,1,37.95,38.2,7,Source5_ET_balanced
0.9310344827586207,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.8333333333333334,0.3333333333333333,1,1,37.95,38.2,7,Source5_ET_specificity
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,38.279999999999994,8,Source5_ET_accuracy
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,38.279999999999994,8,Source5_ET_balanced
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.0,1,0,38.0,38.279999999999994,8,Source5_ET_specificity
0.8620689655172413,1.0,0.8260869565217391,0.9047619047619047,1.0,0.0,0,4,43.0,308.04999999999995,9,Source5_ET_accuracy
0.8620689655172413,1.0,0.8260869565217391,0.9047619047619047,1.0,0.0,0,4,43.0,308.04999999999995,9,Source5_ET_balanced
0.8620689655172413,1.0,0.8260869565217391,0.9047619047619047,1.0,0.0,0,4,43.0,308.04999999999995,9,Source5_ET_specificity
0.896551724137931,0.8846153846153846,1.0,0.9387755102040816,0.5,0.3333333333333333,3,0,4.599999999999994,38.09,10,Source5_ET_accuracy
0.896551724137931,0.8846153846153846,1.0,0.9387755102040816,0.5,0.3333333333333333,3,0,4.599999999999994,38.09,10,Source5_ET_balanced
0.896551724137931,0.8846153846153846,1.0,0.9387755102040816,0.5,0.3333333333333333,3,0,4.599999999999994,38.09,10,Source5_ET_specificity
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,38.0,38.190000000000005,11,Source5_ET_accuracy
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,38.0,38.190000000000005,11,Source5_ET_balanced
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,38.0,38.190000000000005,11,Source5_ET_specificity
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.190000000000005,12,Source5_ET_accuracy
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.190000000000005,12,Source5_ET_balanced
0.9310344827586207,0.92,1.0,0.9583333333333334,0.6666666666666666,0.3333333333333333,2,0,2.0,38.190000000000005,12,Source5_ET_specificity
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,3.950000000000003,38.195,13,Source5_ET_accuracy
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,3.950000000000003,38.195,13,Source5_ET_balanced
0.9655172413793104,1.0,0.9565217391304348,0.9777777777777777,1.0,0.0,0,1,3.950000000000003,38.195,13,Source5_ET_specificity
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,38.0,38.190000000000005,14,Source5_ET_accuracy
0.9655172413793104,0.9583333333333334,1.0,0.9787234042553191,0.8333333333333334,0.3333333333333333,1,0,38.0,38.190000000000005,14,Source5_ET_balanced
