accuracy,precision,recall,f1,specificity,false_alarm_rate,miss_rate,mean_delay_s,median_delay_s,p95_delay_s,tp,tn,fp,fn,model,thresholds,hard_negative_fpr,mild_recall,seed,split
0.92,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8333333333333334,0.16666666666666666,0.05263157894736842,109.80555555555557,90.1,140.885,18,5,1,1,PrefixConfirmET_100_150,100s:0.615207;150s:0.443304,0.0,0.9473684210526315,130,val
0.96,0.9523809523809523,1.0,0.975609756097561,0.8,0.2,0.0,99.985,90.0,140.0,20,4,1,0,PrefixConfirmET_100_150,100s:0.615207;150s:0.443304,0.0,1.0,130,test
0.92,1.0,0.8947368421052632,0.9444444444444444,1.0,0.0,0.10526315789473684,66.85294117647061,40.0,240.0,17,6,0,2,EarlyCascadeET_50_75_100_150_250_400,50s:0.790519;75s:0.704725;100s:0.6019;150s:0.53239;250s:0.602472;400s:0.629031,0.0,0.8947368421052632,130,val
1.0,1.0,1.0,1.0,1.0,0.0,0.0,57.485,40.0,97.50000000000011,20,5,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.790519;75s:0.704725;100s:0.6019;150s:0.53239;250s:0.602472;400s:0.629031,0.0,1.0,130,test
0.9583333333333334,0.9473684210526315,1.0,0.972972972972973,0.8333333333333334,0.16666666666666666,0.0,93.13333333333334,90.0,102.51499999999994,18,5,1,0,PrefixConfirmET_100_150,100s:0.322609;150s:0.463759,0.0,1.0,131,val
0.9230769230769231,0.95,0.95,0.95,0.8333333333333334,0.16666666666666666,0.05,90.31052631578947,90.0,90.67999999999998,19,5,1,1,PrefixConfirmET_100_150,100s:0.322609;150s:0.463759,0.0,0.95,131,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,57.022222222222226,40.0,154.99999999999986,18,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.718329;100s:0.88;150s:0.65;250s:0.65;400s:0.65,0.0,1.0,131,val
0.9615384615384616,1.0,0.95,0.9743589743589743,1.0,0.0,0.05,40.310526315789474,40.0,40.679999999999986,19,6,0,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.718329;100s:0.88;150s:0.65;250s:0.65;400s:0.65,0.0,0.95,131,test
0.9583333333333334,1.0,0.9444444444444444,0.9714285714285714,1.0,0.0,0.05555555555555555,96.25882352941177,90.0,140.0,17,6,0,1,PrefixConfirmET_100_150,100s:0.65;150s:0.65,0.0,0.9444444444444444,145,val
0.68,0.9285714285714286,0.65,0.7647058823529411,0.8,0.2,0.35,90.02307692307691,90.0,90.14,13,4,1,7,PrefixConfirmET_100_150,100s:0.65;150s:0.65,0.0,0.65,145,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,41.74444444444445,40.0,48.76499999999997,18,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.65;400s:0.65,0.0,1.0,145,val
0.88,0.9047619047619048,0.95,0.926829268292683,0.6,0.4,0.05,58.43684210526317,40.0,75.17999999999927,19,3,2,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.65;400s:0.65,0.0,0.95,145,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,89.95882352941177,90.0,90.1,17,6,0,0,PrefixConfirmET_100_150,100s:0.508424;150s:0.59631,0.0,1.0,160,val
0.96,1.0,0.9473684210526315,0.972972972972973,1.0,0.0,0.05263157894736842,90.0111111111111,90.0,90.1,18,6,0,1,PrefixConfirmET_100_150,100s:0.508424;150s:0.59631,0.0,0.9473684210526315,160,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,66.42941176470588,40.0,159.99999999999994,17,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.88;75s:0.807951;100s:0.65;150s:0.65;250s:0.65;400s:0.723668,0.0,1.0,160,val
0.92,1.0,0.8947368421052632,0.9444444444444444,1.0,0.0,0.10526315789473684,60.6,40.0,159.99999999999994,17,6,0,2,EarlyCascadeET_50_75_100_150_250_400,50s:0.88;75s:0.807951;100s:0.65;150s:0.65;250s:0.65;400s:0.723668,0.0,0.8947368421052632,160,test
0.9130434782608695,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8,0.2,0.05555555555555555,92.92941176470588,90.0,100.07999999999996,17,4,1,1,PrefixConfirmET_100_150,100s:0.525383;150s:0.510707,0.0,0.9444444444444444,170,val
0.9285714285714286,1.0,0.9090909090909091,0.9523809523809523,1.0,0.0,0.09090909090909091,94.98,90.0,140.0,20,6,0,2,PrefixConfirmET_100_150,100s:0.525383;150s:0.510707,0.0,0.9090909090909091,170,test
0.9565217391304348,1.0,0.9444444444444444,0.9714285714285714,1.0,0.0,0.05555555555555555,50.28235294117647,40.0,79.99999999999994,17,5,0,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.787724;75s:0.55;100s:0.741029;150s:0.65;250s:0.65;400s:0.65,0.0,0.9444444444444444,170,val
0.9642857142857143,1.0,0.9545454545454546,0.9767441860465116,1.0,0.0,0.045454545454545456,59.028571428571425,40.0,65.0,21,6,0,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.787724;75s:0.55;100s:0.741029;150s:0.65;250s:0.65;400s:0.65,0.0,0.9545454545454546,170,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,104.23333333333332,90.0,140.0,18,6,0,0,PrefixConfirmET_100_150,100s:0.65;150s:0.341048,0.0,1.0,188,val
0.9166666666666666,0.9,1.0,0.9473684210526315,0.6666666666666666,0.3333333333333333,0.0,95.55000000000001,90.0,140.0,18,4,2,0,PrefixConfirmET_100_150,100s:0.65;150s:0.341048,0.0,1.0,188,test
0.9166666666666666,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.16666666666666666,0.05555555555555555,40.36470588235294,40.0,41.339999999999996,17,5,1,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.61143;400s:0.64063,0.3333333333333333,0.9444444444444444,188,val
